OrderID,OrderDate,Product,Price,ExpirationDate,LeadTime,StockOnHand,Count,CapitalRecord,WeeklySales,OrderToReceiveTime,HoldingCost,Seasonality,PromotionActive,DaysUntilExpiration,DailySales,InventoryTurnoverRatio,StockCoverDays,TotalInventoryCost,OptimalOrderTime,OptimalOrderDate,Month,DayOfWeek,IsWeekend,DaysUntilOptimalOrder
29,2023-01-29,Chips,1.962258655,4/29/2023,0.399361310081195,1005.9586298690216,105,633173.112,1000.9004938166998,5.9416351646838015,0.2594260085397877,Winter,0,90,105.43,0.71,9.85,363.3,4,2023-02-02,1,6,True,4
30,2023-01-30,Beef,9.802592221,2/6/2023,2.900379757337066,893.4795259796024,32,141805.3714,435.0781113921622,0.8800889400415459,0.4311034826228392,Winter,0,7,32.57,0.24,28.64,1119.6,24,2023-02-23,1,0,False,24
31,2023-01-31,Apples,1.223057618,2/14/2023,0.3982933877706031,887.7147175272482,86,646790.3667,469.30134236448123,7.689405165043977,0.2058036555458177,Winter,0,14,86.71,0.67,10.39,180.2,4,2023-02-04,1,1,False,4
32,2023-02-01,Yogurt,4.87394388,2/22/2023,2.852278184508938,851.922494762989,77,253471.7113,373.7079959940156,0.8216090336688155,0.4088558861434533,Winter,0,21,77.14,0.66,10.56,285.25,6,2023-02-07,2,2,False,6
33,2023-02-02,Onions,1.988385529,4/3/2023,0.9865027752620661,539.5832274229755,87,158546.4337,608.6488011763529,5.023771116332902,0.0,Winter,0,60,87.29,0.83,8.45,147.6,2,2023-02-04,2,3,False,2
34,2023-02-03,Eggs,4.28926686,3/5/2023,3.5305012842465753,588.3243868478688,101,953996.9835,798.4124873163727,2.375142158432024,0.7160650629978547,Winter,0,30,101.0,1.09,6.45,260.4,0,2023-02-03,2,4,False,0
35,2023-02-04,Cheese,6.631164858,4/5/2023,6.879715586241683,522.2696981117653,56,969068.8298,262.54813565982874,9.060262319219948,0.0,Winter,0,60,56.71,0.72,9.7,330.0,1,2023-02-05,2,5,True,1
36,2023-02-05,Milk,0.702155371,2/19/2023,3.2074352089768494,1854.604057570717,193,827557.6133,1178.7263180742746,1.2819393123194067,0.7294228340943738,Winter,1,14,193.29,0.73,9.56,461.75,6,2023-02-11,2,6,True,6
37,2023-02-06,Yogurt,2.71225538,2/27/2023,1.2088635950047555,1607.6090028211454,116,374152.3923,937.3749538554772,0.0,0.7748863684612898,Winter,0,21,116.71,0.49,14.17,578.9,8,2023-02-14,2,0,False,8
38,2023-02-07,Potatoes,3.226483111,3/9/2023,0.41831150009806817,1790.984068824911,92,187904.9026,652.6157816923561,6.488146660523869,0.8510147524787943,Winter,0,30,92.29,0.42,16.67,384.5,11,2023-02-18,2,1,False,11
39,2023-02-08,Bananas,1.274965128,2/15/2023,4.442218702110026,1610.8027738240512,209,715809.7239,1332.5303939780715,5.820750109433942,1.116755596086593,Winter,1,7,209.14,1.01,6.91,216.9,0,2023-02-08,2,2,False,0
40,2023-02-09,Chips,4.459734241,5/10/2023,4.687363382892183,1225.3913494050894,84,496137.2444,722.6337524598861,2.7036634404614093,0.925790902165384,Winter,0,90,84.57,0.48,14.63,432.95,9,2023-02-18,2,3,False,9
41,2023-02-10,Yogurt,2.185731315,3/3/2023,4.689812646126496,1054.995769461398,65,209834.4114,431.2025143730798,3.1595573615047523,0.2573082960108971,Winter,0,21,65.14,0.4,17.7,403.55,12,2023-02-22,2,4,False,12
42,2023-02-11,Beef,13.24179572,2/18/2023,1.254754794777924,1020.0910446751075,54,545659.2191,197.8227738337969,7.761518567614778,1.8197586198177265,Winter,0,7,54.71,0.35,19.89,1305.6,13,2023-02-24,2,5,True,13
43,2023-02-12,Rice,5.176787262,2/12/2024,2.4158089299781045,839.840955461543,73,130949.669,449.6498499788694,5.678785701535174,0.9682400283369964,Winter,0,365,73.86,0.5,14.0,413.6,6,2023-02-18,2,6,True,6
44,2023-02-13,Chips,4.11479341,5/14/2023,1.236947644736754,911.419645067608,102,918388.3619,757.1108307971094,0.536407672365403,0.3298967320543242,Winter,0,90,102.29,0.75,9.4,336.35,2,2023-02-15,2,0,False,2
45,2023-02-14,Chicken,7.017254527,2/19/2023,3.06420165509584,998.4683017056127,72,332901.9834,290.56175359069243,0.991967610064681,0.7023312969267194,Winter,0,5,72.0,0.59,11.93,687.2,7,2023-02-21,2,1,False,7
46,2023-02-15,Eggs,2.935235844,3/17/2023,3.3531906699754295,944.0931692985902,144,696270.0559,968.1581936542542,3.7734897302853176,0.6371673968380355,Winter,1,30,144.86,1.29,5.43,314.8,0,2023-02-15,2,2,False,0
47,2023-02-16,Apples,2.312800656,3/2/2023,7.969256072783768,491.20603226481984,110,380539.9685,911.8606808406877,8.03690677311807,0.2773027884255148,Winter,0,14,110.57,1.2,5.82,128.6,0,2023-02-16,2,3,False,0
48,2023-02-17,Cheese,3.75352647,4/18/2023,2.4700765852501374,519.5975854056176,40,568061.2191,238.69758935191314,4.537061239435784,0.1602855041055659,Winter,0,60,40.29,0.53,13.23,319.8,6,2023-02-23,2,4,False,6
49,2023-02-18,Soda,2.449568648,8/17/2023,8.992337836660209,545.9123027776121,77,592039.2514,369.68540759530447,6.519179759113248,0.1159569614142957,Winter,0,180,77.0,1.09,6.4,147.9,0,2023-02-18,2,5,True,0
50,2023-02-19,Chips,1.878085375,5/20/2023,4.921908201710428,1482.9818849444116,148,266369.01,1105.00028966569,5.698828246200456,0.930472455808608,Winter,1,90,148.14,0.71,9.81,508.55,2,2023-02-21,2,6,True,2
51,2023-02-20,Rice,4.364864514,2/20/2024,8.898948201693836,1203.8990852498084,68,972626.165,682.6954281194099,10.292224332443132,0.2204599458178126,Winter,0,365,68.43,0.37,19.07,522.0,7,2023-02-27,2,0,False,7
52,2023-02-21,Beef,11.73214909,2/28/2023,9.725272383629601,1146.8496404162786,40,797619.541,303.3691310072328,2.586581957827726,1.1546380381535997,Winter,0,7,40.86,0.23,30.28,1484.4,25,2023-03-18,2,1,False,25
53,2023-02-22,Cookies,3.92041051,6/22/2023,4.643051917702282,1135.6647437092072,70,945549.0474,494.0372547286263,7.558714901459995,0.8795215185343748,Winter,0,120,70.0,0.41,17.1,478.8,10,2023-03-04,2,2,False,10
54,2023-02-23,Apples,0.93889565,3/9/2023,7.658200114007484,1212.8721663324252,113,905344.6154,954.429617245707,4.01684276303346,0.4083420369504656,Winter,0,14,113.29,0.7,9.95,225.4,3,2023-02-26,2,3,False,3
55,2023-02-24,Bananas,1.551620746,3/3/2023,2.181182657057491,1154.3035688371453,110,638109.9809,759.6207925489379,3.416872523837145,0.6040306005096623,Winter,0,7,110.29,0.76,9.19,152.1,3,2023-02-27,2,4,False,3
56,2023-02-25,Potatoes,4.516316491,3/27/2023,3.5061689187710616,1076.8932106922864,144,929686.8115,717.8351446529326,6.798705130225403,0.1310007971208845,Winter,1,30,144.0,1.12,6.28,226.0,0,2023-02-25,2,5,True,0
57,2023-02-26,Chicken,7.118395081,3/3/2023,4.908775182775809,740.1683826301088,52,179643.2518,321.6864258067727,5.615096742141109,0.7297010438817658,Winter,0,5,52.71,0.49,14.42,608.0,9,2023-03-07,2,6,True,9
58,2023-02-27,Soda,3.864068811,8/26/2023,2.58805875866495,875.1766306458181,127,276384.5762,776.5499076178769,8.591552511290558,0.5313957710557322,Winter,0,180,127.86,1.26,5.54,212.4,0,2023-02-27,2,0,False,0
59,2023-02-28,Onions,3.061785472,4/29/2023,6.8828084073910745,447.1978738815597,108,140704.56,849.9989493493249,7.825241076966654,0.0,Winter,1,60,108.86,1.31,5.34,116.2,0,2023-02-28,2,1,False,0
60,2023-03-01,Bananas,0.470701672,3/8/2023,8.417422742261653,436.1674332391491,92,392797.2977,754.9008139899906,3.81988909813758,0.1112675528785235,Spring,0,7,92.0,1.36,5.14,70.95,0,2023-03-01,3,2,False,0
61,2023-03-02,Potatoes,1.831914718,4/1/2023,0.5208257621547101,215.62876587790865,85,449809.5607,649.066155234943,3.703975205505017,0.0,Spring,0,30,85.57,1.57,4.45,95.25,0,2023-03-02,3,3,False,0
62,2023-03-03,Milk,3.356473607,3/17/2023,0.8143410233361829,203.3623016440963,82,344214.1286,512.2794854906526,1.888189944798639,0.0,Spring,0,14,82.14,1.94,3.6,74.0,0,2023-03-03,3,4,False,0
63,2023-03-04,Soda,1.350329874,8/31/2023,0.6233747605588993,877.8866509020194,91,845863.7582,858.0499062486066,3.168827981285629,0.5694991468073994,Spring,0,180,91.57,0.75,9.34,256.5,2,2023-03-06,3,5,True,2
64,2023-03-05,Soda,0.761759972,9/1/2023,2.319785583275766,973.0591991416733,109,421077.994,682.1403955508546,3.911415368754481,0.0,Spring,0,180,109.71,1.01,6.96,229.2,0,2023-03-05,3,6,True,0
65,2023-03-06,Cereal,3.436777459,9/2/2023,10.168742933460292,744.6620350470961,93,352841.0587,595.503259285683,9.868880814413254,0.5163423269958198,Spring,1,180,93.57,1.0,7.0,327.5,0,2023-03-06,3,0,False,0
66,2023-03-07,Eggs,4.182456323,4/6/2023,5.895084807881888,335.67939742545303,85,588426.4748,404.7671514783481,0.0,0.0,Spring,0,30,85.57,1.07,6.57,224.8,2,2023-03-09,3,1,False,2
67,2023-03-08,Bananas,2.177303249,3/15/2023,5.758969590482067,601.0288187293637,142,226831.8025,1009.001222719009,2.721075945293876,0.0,Spring,0,7,142.14,2.09,3.36,71.55,0,2023-03-08,3,2,False,0
68,2023-03-09,Cookies,3.804146709,7/7/2023,5.9354178531006205,257.0707066153111,35,821977.2827,609.6872517008658,6.847091874891596,0.0,Spring,0,120,35.57,0.74,9.42,134.0,1,2023-03-10,3,3,False,1
69,2023-03-10,Apples,2.660710314,3/24/2023,3.3685984652764582,362.69111519746866,75,167095.5793,406.7420715607198,4.944104127125554,0.266741351591774,Spring,0,14,75.71,1.77,3.96,60.0,0,2023-03-10,3,4,False,0
70,2023-03-11,Chicken,8.499019576,3/16/2023,5.524936099549701,99.69346654368455,60,988198.2429,414.84486970000273,1.894460666382613,1.5177518793178613,Spring,0,5,60.14,1.87,3.74,180.0,0,2023-03-11,3,5,True,0
71,2023-03-12,Apples,2.9489246,3/26/2023,3.6162330839091568,665.6060246953168,84,795020.2924,336.5666183565895,6.52909425482273,0.2065812761492685,Spring,0,14,84.0,0.78,8.96,150.6,0,2023-03-12,3,6,True,0
72,2023-03-13,Rice,3.951033675,3/12/2024,9.053379222429825,503.735678311359,47,278844.1134,399.1924215402604,10.431079623963468,0.0,Spring,0,365,47.29,0.49,14.15,267.6,2,2023-03-15,3,0,False,2
73,2023-03-14,Chicken,8.812100177,3/19/2023,2.5992178364282217,600.9882987735723,57,104969.9054,507.7361448258684,1.4508694628562826,1.4934541247702215,Spring,0,5,57.14,0.64,10.88,497.6,6,2023-03-20,3,1,False,6
74,2023-03-15,Cereal,5.858914944,9/11/2023,7.404297154765318,461.8567380701398,77,833915.2856,663.1752172963306,8.336713216058227,0.8331429494609326,Spring,0,180,77.43,0.96,7.3,282.5,0,2023-03-15,3,2,False,0
75,2023-03-16,Yogurt,1.907503143,4/6/2023,-1.6197451040897444,487.8248036055021,86,736171.6095,488.5327559206352,0.5829007388238965,0.0,Spring,0,21,86.0,1.23,5.67,170.8,1,2023-03-17,3,3,False,1
76,2023-03-17,Milk,2.380603455,3/31/2023,5.271458749260986,393.0634714540183,124,756106.4512,776.9207847640678,0.9961522342967752,0.7840422188678375,Spring,0,14,124.71,2.17,3.22,100.5,0,2023-03-17,3,4,False,0
77,2023-03-18,Soda,4.411581218,9/14/2023,5.537523573120276,535.3727099391269,63,794143.312,501.0570877495068,10.92252535512297,0.307209530202831,Spring,0,180,63.86,1.61,4.35,83.4,0,2023-03-18,3,5,True,0
78,2023-03-19,Cereal,4.608089105,9/15/2023,4.122464369909659,97.98814722172321,54,166640.1866,314.5177858069618,2.657309852813066,0.8947184847827263,Spring,0,180,54.29,1.77,3.96,107.5,0,2023-03-19,3,6,True,0
79,2023-03-20,Pasta,1.790144511,3/19/2024,8.837303149335375,737.3074304551665,60,422619.1557,391.4069138984719,6.299863409457125,0.6085644948046952,Spring,0,365,60.0,0.72,9.68,203.35,0,2023-03-20,3,0,False,0
80,2023-03-21,Bananas,2.186282685,3/28/2023,0.6191967545150328,473.88675617897644,116,204282.1536,806.5145214783644,1.871804814708745,0.7084215502896647,Spring,0,7,116.29,1.56,4.48,78.15,0,2023-03-21,3,1,False,0
81,2023-03-22,Tomatoes,2.271863512,4/1/2023,3.483005398782658,351.07058845896546,91,876793.0833,523.9727043364916,4.289831671394703,0.0,Spring,0,10,91.14,1.58,4.44,121.5,0,2023-03-22,3,2,False,0
82,2023-03-23,Cheese,6.239876766,5/22/2023,5.19754146391442,356.9200678025744,43,660968.3141,84.93504914485165,7.771438293240415,0.5703460900698467,Spring,0,60,43.57,0.97,7.21,188.4,0,2023-03-23,3,3,False,0
83,2023-03-24,Chicken,7.088556294,3/29/2023,2.4778940447415163,46.197483761404214,50,397808.2224,316.52219086243053,2.009406649925664,0.44419798044103,Spring,0,5,50.29,1.3,5.39,216.8,1,2023-03-25,3,4,False,1
84,2023-03-25,Cheese,7.33275166,5/24/2023,5.608085826267507,361.28789780320244,33,157202.5153,376.88144238193473,4.601850848022222,1.2098881933041072,Spring,0,60,33.86,1.07,6.53,132.6,0,2023-03-25,3,5,True,0
85,2023-03-26,Milk,2.461104962,4/9/2023,0.35032431359147165,1002.6012267391127,90,379884.0895,669.5751201299864,0.0,0.4027649261760693,Spring,0,14,90.43,0.77,9.08,205.25,4,2023-03-30,3,6,True,4
86,2023-03-27,Tomatoes,3.461609222,4/6/2023,5.578576956910536,722.1525210898309,48,392664.9898,336.2288839156192,1.806527334846844,1.269752769357225,Spring,0,10,48.0,0.46,15.23,219.3,10,2023-04-06,3,0,False,10
87,2023-03-28,Ice Cream,6.853943943,9/24/2023,1.9154021177020741,684.8320554096969,33,756645.5605,33.36220081019833,4.84532804550225,0.6984741672763932,Spring,0,180,33.14,0.34,20.61,409.8,16,2023-04-13,3,1,False,16
88,2023-03-29,Cheese,6.406367951,5/28/2023,5.875265693650943,611.9191221739137,45,673801.7242,79.1990880389186,0.6811721942171789,0.8945874721308357,Spring,0,60,45.29,0.49,14.35,390.0,8,2023-04-06,3,2,False,8
89,2023-03-30,Juice,3.073621532,4/29/2023,3.059992625228399,655.5002971469183,61,898491.4683,380.986068246143,5.929179713681744,0.4390301538896787,Spring,0,30,61.43,0.71,9.85,242.0,4,2023-04-03,3,3,False,4
90,2023-03-31,Yogurt,4.058507919,4/21/2023,1.5132674331133562,558.9018252350376,64,524993.4326,209.12273466548254,3.337510503986418,0.5093608775649503,Spring,0,21,64.43,0.83,8.44,190.4,3,2023-04-03,3,4,False,3
91,2023-04-01,Beef,13.46845751,4/8/2023,1.8656879533775101,524.934822025092,32,207634.8213,380.14896259777595,0.0,1.1041431383092977,Spring,0,7,32.0,0.47,15.0,576.0,10,2023-04-11,4,5,True,10
92,2023-04-02,Cereal,3.834868988,9/29/2023,6.95944097763636,390.86143370607977,42,741920.3085,240.18286475112285,8.36203210323659,0.0,Spring,0,180,42.43,0.66,10.56,224.0,3,2023-04-05,4,6,True,3
93,2023-04-03,Onions,2.531410626,6/2/2023,4.700519132847752,268.19927513064897,86,784706.5438,567.0597413234578,5.038891889381709,0.123258998203858,Spring,0,60,86.86,1.5,4.67,81.2,0,2023-04-03,4,0,False,0
94,2023-04-04,Onions,1.21976275,6/3/2023,8.718268213261048,624.450633053527,93,605149.4778,406.95868442896113,6.62877216220918,0.0,Spring,0,60,93.57,2.05,3.42,64.0,0,2023-04-04,4,1,False,0
95,2023-04-05,Bread,3.267569199,4/12/2023,0.6078918468678424,783.9537911460192,85,793870.462,621.1026111949204,0.6155430711958152,0.0,Spring,0,7,85.29,0.72,9.66,247.2,6,2023-04-11,4,2,False,6
96,2023-04-06,Chicken,6.242358338,4/11/2023,-0.4635149481321186,864.6020742514672,48,544416.0367,267.5972432210914,3.717442488791965,1.74288541543742,Spring,0,5,48.86,0.46,15.13,591.2,11,2023-04-17,4,3,False,11
97,2023-04-07,Milk,3.439912683,4/21/2023,1.296120277064576,691.9420379356775,129,570459.5464,868.0136863939041,0.723327014248724,0.1144193254565946,Spring,0,14,129.43,1.31,5.34,172.75,1,2023-04-08,4,4,False,1
98,2023-04-08,Cheese,5.144380433,6/7/2023,1.2625172020643223,767.0085996747633,55,484786.9165,243.99168447558964,7.772526219844655,1.7633061737957485,Spring,0,60,55.14,0.69,10.19,337.2,1,2023-04-09,4,5,True,1
99,2023-04-09,Chicken,6.751889499,4/14/2023,6.150070201633089,335.59480625076736,100,122877.2141,393.0814923331214,2.8246206816129966,2.26678184683398,Spring,1,5,100.14,1.38,5.06,405.6,0,2023-04-09,4,6,True,0
100,2023-04-10,Cheese,6.80746631,6/9/2023,1.6486352821562482,370.2399203137919,46,197102.2843,309.011996127632,1.704187050215821,1.178604658976543,Spring,0,60,46.29,0.8,8.79,244.2,2,2023-04-12,4,0,False,2
101,2023-04-11,Eggs,3.608974863,5/11/2023,-0.41537074205041424,1169.1994349096424,130,128286.2671,1067.6782044313552,6.113301592182533,0.0,Spring,1,30,130.29,0.72,9.77,509.2,3,2023-04-14,4,1,False,3
102,2023-04-12,Potatoes,2.187319508,5/12/2023,2.2136571079749663,951.1130401249106,91,672769.3701,597.8412275468751,2.550486377879956,0.3676852022885852,Spring,0,30,91.14,0.56,12.54,285.75,7,2023-04-19,4,2,False,7
103,2023-04-13,Cereal,3.44534971,10/10/2023,4.074788612948507,1018.8474558772592,75,382920.383,525.4495200564495,8.72300949499691,1.1099372523228657,Spring,0,180,75.57,0.5,13.92,526.0,4,2023-04-17,4,3,False,4
104,2023-04-14,Soda,1.548981438,10/11/2023,1.1295101347144227,793.7841156106347,83,557713.622,665.7373001826394,8.717719062204088,0.0,Spring,0,180,83.71,0.6,11.67,293.1,4,2023-04-18,4,4,False,4
105,2023-04-15,Pasta,2.604558971,4/14/2024,8.591034889690444,1001.296451225488,39,916809.8265,227.67863838077278,12.17864477386554,0.0,Spring,0,365,39.71,0.31,22.51,312.9,11,2023-04-26,4,5,True,11
106,2023-04-16,Milk,0.948464702,4/30/2023,4.044339971503759,895.2898345899288,126,324363.0062,1123.9097963553345,4.3771297216629845,0.2255407166724108,Spring,0,14,126.57,1.04,6.76,213.75,3,2023-04-19,4,6,True,3
107,2023-04-17,Tomatoes,3.620540038,4/27/2023,4.370245569044615,767.3245873928392,121,469344.6307,745.5221879365031,2.351767502348753,0.3822375493227055,Spring,1,10,121.57,1.17,6.0,218.7,1,2023-04-18,4,0,False,1
108,2023-04-18,Bananas,-0.449236706,4/25/2023,8.234472034517255,713.314354289298,183,779996.0247,1289.6784557088333,2.358057891447076,0.1985464510793656,Spring,1,7,183.86,2.12,3.31,91.2,0,2023-04-18,4,1,False,0
109,2023-04-19,Milk,3.885751429,5/3/2023,5.146294541331253,465.0319097862636,89,305918.3489,461.14006646019413,2.8913466844640223,0.0,Spring,0,14,89.29,1.47,4.76,106.25,1,2023-04-20,4,2,False,1
110,2023-04-20,Potatoes,3.728085625,5/20/2023,1.6524285008321036,124.91027602906951,70,169281.9188,115.79980810649364,7.129936991858602,0.2072905359116067,Spring,0,30,70.29,1.46,4.78,84.0,0,2023-04-20,4,3,False,0
111,2023-04-21,Chicken,7.048960856,4/26/2023,7.3254502290103725,246.23550464402973,77,360776.3076,526.0465984154291,1.6811016427456495,1.4656372666484376,Spring,1,5,77.71,2.05,3.42,212.8,0,2023-04-21,4,4,False,0
112,2023-04-22,Eggs,4.515821713,5/22/2023,0.9734861245507831,949.2555141892037,81,245099.1585,632.3340267692919,1.2625239455982205,0.0,Spring,1,30,81.0,0.75,9.33,302.4,3,2023-04-25,4,5,True,3
113,2023-04-23,Bananas,0.209628284,4/30/2023,7.263312252022568,588.7289671605394,126,936727.8871,1093.3451817764778,2.900542395761623,0.0,Spring,0,7,126.71,1.31,5.33,101.25,0,2023-04-23,4,6,True,0
114,2023-04-24,Potatoes,-0.183847663,5/24/2023,3.621570080284645,572.8674874879085,91,827308.3416,929.4477921240416,0.181792030246398,0.5970799205276665,Spring,0,30,91.43,1.17,6.0,137.25,0,2023-04-24,4,0,False,0
115,2023-04-25,Tomatoes,3.95961085,5/5/2023,2.6824876877824364,465.79180001188314,64,670063.3809,491.3839567649249,2.6256198975435567,0.7572849883753701,Spring,0,10,64.43,0.98,7.11,137.4,2,2023-04-27,4,1,False,2
116,2023-04-26,Chips,3.815310398,7/25/2023,3.336115487460946,422.84302481344986,78,884314.5312,670.8057383338389,1.7259111748957858,1.340398663840328,Spring,0,90,78.0,1.39,5.05,137.9,0,2023-04-26,4,2,False,0
117,2023-04-27,Potatoes,2.966439095,5/27/2023,0.9652882302947567,260.54195405444744,80,823304.8692,340.133827131257,4.055944982211615,0.1902718336635366,Spring,0,30,80.86,1.79,3.91,79.0,0,2023-04-27,4,3,False,0
